age,gender,education,income,employment_experience,home_ownership,loan_amount,loan_purpose,interest_rate,loan_to_income_ratio,credit_history_years,credit_score,previous_defaults,loan_status
26.00,female,High School,217234.00,5,OWN,25000.00,PERSONAL,10.99,0.12,4,559,Yes,0
24.00,female,High School,217017.00,0,OWN,21000.00,EDUCATION,11.48,0.1,3,577,Yes,0
25.00,male,High School,216874.00,1,OWN,20000.00,MEDICAL,14.26,0.09,4,657,Yes,0
26.00,male,Associate,216833.00,5,OWN,10000.00,HOMEIMPROVEMENT,8.00,0.05,4,676,Yes,0
25.00,male,Bachelor,216483.00,0,MORTGAGE,9950.00,VENTURE,11.26,0.05,2,601,No,0
23.00,female,Master,19000.00,2,OWN,4475.00,MEDICAL,11.01,0.24,4,647,No,1
23.00,female,Master,94363.00,0,RENT,25000.00,VENTURE,16.32,0.26,3,576,No,1
25.00,male,Master,80570.00,3,RENT,25000.00,MEDICAL,17.93,0.31,4,612,No,1
23.00,male,Bachelor,109167.00,0,RENT,25000.00,DEBTCONSOLIDATION,11.36,0.23,3,678,No,0
24.00,female,Associate,95753.00,1,RENT,25000.00,DEBTCONSOLIDATION,14.96,0.26,4,542,No,1
24.00,female,Associate,110935.00,1,RENT,25000.00,PERSONAL,13.43,0.23,3,709,Yes,0
25.00,male,Associate,111490.00,2,RENT,25000.00,HOMEIMPROVEMENT,12.69,0.22,3,622,Yes,0
24.00,male,Associate,111729.00,4,RENT,25000.00,VENTURE,12.73,0.22,4,642,Yes,0
23.00,female,High School,113396.00,0,RENT,25000.00,VENTURE,15.21,0.22,4,660,No,0
23.00,female,Bachelor,19175.00,1,MORTGAGE,1750.00,MEDICAL,12.68,0.09,3,587,Yes,0
23.00,female,High School,85787.00,0,RENT,25000.00,MEDICAL,19.04,0.29,4,646,No,1
25.00,female,Master,102114.00,7,RENT,25000.00,DEBTCONSOLIDATION,15.95,0.24,3,637,No,1
26.00,male,Bachelor,211005.00,5,MORTGAGE,2600.00,VENTURE,8.90,0.01,4,718,No,0
25.00,male,Master,210903.00,4,MORTGAGE,8000.00,HOMEIMPROVEMENT,7.90,0.04,2,588,Yes,0
22.00,male,Associate,210555.00,0,MORTGAGE,18000.00,EDUCATION,11.01,0.09,2,652,No,0
23.00,male,Bachelor,210937.00,0,MORTGAGE,21000.00,PERSONAL,11.99,0.1,3,620,Yes,0
23.00,male,High School,19062.00,2,OWN,4000.00,DEBTCONSOLIDATION,13.98,0.21,4,667,No,1
23.00,female,Associate,18926.00,0,OWN,4600.00,VENTURE,10.99,0.24,2,688,No,1
22.00,male,Associate,106694.00,0,RENT,25000.00,DEBTCONSOLIDATION,15.58,0.23,2,667,No,1
25.00,male,Master,90718.00,4,RENT,25000.00,MEDICAL,10.99,0.28,2,692,No,1
25.00,male,Bachelor,106668.00,1,RENT,25000.00,VENTURE,14.96,0.23,4,562,No,1
25.00,male,High School,19158.00,4,OWN,1750.00,HOMEIMPROVEMENT,15.31,0.09,4,625,Yes,0
26.00,male,High School,106419.00,5,RENT,25000.00,VENTURE,15.65,0.23,3,649,No,1
25.00,female,High School,120696.00,3,RENT,25000.00,VENTURE,9.33,0.21,4,545,Yes,0
23.00,male,High School,19065.00,3,MORTGAGE,3600.00,PERSONAL,13.47,0.19,4,540,No,1
24.00,female,Associate,124083.00,0,RENT,25000.00,PERSONAL,10.36,0.2,3,637,Yes,0
24.00,male,Associate,111673.00,4,RENT,25000.00,HOMEIMPROVEMENT,16.77,0.22,4,600,No,1
23.00,male,High School,112633.00,1,RENT,25000.00,DEBTCONSOLIDATION,14.59,0.22,2,633,No,1
22.00,male,High School,210938.00,0,RENT,3500.00,VENTURE,11.91,0.02,2,588,No,0
23.00,female,Associate,210720.00,2,MORTGAGE,7200.00,EDUCATION,8.38,0.03,3,624,Yes,0
25.00,male,High School,210705.00,7,RENT,9000.00,VENTURE,10.59,0.04,3,525,Yes,0
25.00,male,High School,209997.00,3,MORTGAGE,8800.00,DEBTCONSOLIDATION,14.27,0.04,3,616,Yes,0
26.00,female,Master,209873.00,3,RENT,12000.00,DEBTCONSOLIDATION,12.53,0.06,4,675,No,0
25.00,female,Associate,195268.00,1,MORTGAGE,25000.00,DEBTCONSOLIDATION,16.00,0.13,3,662,No,1
26.00,male,Master,209393.00,2,MORTGAGE,10000.00,VENTURE,11.71,0.05,4,585,Yes,0
21.00,male,Master,18773.00,0,OWN,3175.00,HOMEIMPROVEMENT,11.54,0.17,3,686,No,1
25.00,female,Bachelor,116439.00,2,RENT,25000.00,HOMEIMPROVEMENT,15.68,0.21,4,595,No,1
21.00,female,Associate,19169.00,2,MORTGAGE,1500.00,EDUCATION,10.59,0.08,2,537,Yes,0
24.00,female,High School,118417.00,0,RENT,25000.00,HOMEIMPROVEMENT,12.61,0.21,2,625,No,1
26.00,female,High School,133476.00,0,RENT,25000.00,PERSONAL,11.01,0.19,2,641,Yes,0
23.00,female,Associate,19312.00,4,MORTGAGE,2800.00,PERSONAL,8.49,0.14,3,661,No,1
25.00,male,High School,192351.00,1,RENT,30000.00,PERSONAL,17.27,0.16,4,577,No,1
24.00,male,Bachelor,206648.00,4,RENT,18000.00,DEBTCONSOLIDATION,8.90,0.09,4,537,Yes,0
25.00,female,High School,205046.00,6,MORTGAGE,10000.00,MEDICAL,11.11,0.05,4,646,Yes,0
24.00,male,High School,190735.00,1,RENT,25000.00,HOMEIMPROVEMENT,14.59,0.13,2,653,No,1
26.00,female,Associate,204872.00,3,RENT,13000.00,VENTURE,12.42,0.06,3,654,No,0
24.00,male,Associate,100758.00,0,RENT,25000.00,MEDICAL,11.01,0.25,2,635,No,1
24.00,female,Master,133231.00,3,RENT,25000.00,HOMEIMPROVEMENT,15.70,0.19,2,675,Yes,0
22.00,female,Master,18923.00,0,OWN,2500.00,HOMEIMPROVEMENT,12.53,0.13,3,618,No,1
25.00,female,Master,161894.00,0,RENT,5000.00,MEDICAL,16.49,0.03,2,609,No,1
25.00,female,Bachelor,205144.00,0,MORTGAGE,20000.00,EDUCATION,7.49,0.1,2,545,Yes,0
22.00,female,High School,121617.00,2,RENT,25000.00,DEBTCONSOLIDATION,14.96,0.21,2,629,No,1
25.00,male,Associate,136206.00,6,RENT,25000.00,MEDICAL,12.73,0.18,4,539,No,0
24.00,male,Master,144915.00,4,RENT,25000.00,EDUCATION,10.65,0.17,4,593,Yes,0
25.00,female,High School,145233.00,3,RENT,25000.00,MEDICAL,10.74,0.17,2,683,No,0
23.00,male,Bachelor,145002.00,1,RENT,25000.00,EDUCATION,9.99,0.17,2,670,Yes,0
24.00,male,Master,110953.00,0,RENT,25000.00,MEDICAL,15.33,0.23,2,662,No,1
21.00,female,High School,19414.00,2,OWN,1000.00,VENTURE,7.29,0.05,4,681,Yes,0
26.00,male,High School,130096.00,1,RENT,25000.00,PERSONAL,15.05,0.19,3,636,No,1
26.00,male,Master,157292.00,0,RENT,25000.00,PERSONAL,10.75,0.16,3,677,Yes,0
23.00,female,Bachelor,156995.00,3,RENT,25000.00,EDUCATION,16.02,0.16,2,656,Yes,0
23.00,female,Associate,156952.00,0,RENT,25000.00,VENTURE,11.49,0.16,4,674,Yes,0
25.00,female,Associate,205005.00,6,OWN,20000.00,EDUCATION,12.53,0.1,4,587,No,0
26.00,female,Bachelor,205060.00,2,MORTGAGE,12000.00,VENTURE,13.57,0.06,2,658,No,0
22.00,male,High School,203782.00,4,RENT,14000.00,PERSONAL,11.14,0.07,3,581,Yes,0
26.00,male,High School,203368.00,3,RENT,24250.00,MEDICAL,12.87,0.12,3,606,Yes,0
23.00,female,Associate,203403.00,0,RENT,20000.00,EDUCATION,11.58,0.1,3,648,No,0
24.00,female,Associate,202715.00,3,RENT,1800.00,HOMEIMPROVEMENT,11.12,0.01,3,563,Yes,0
25.00,female,Master,202525.00,1,MORTGAGE,35000.00,PERSONAL,10.65,0.17,2,589,Yes,0
24.00,male,Associate,161487.00,1,RENT,25000.00,DEBTCONSOLIDATION,10.37,0.15,2,641,No,0
24.00,male,Associate,19677.00,3,OWN,3300.00,HOMEIMPROVEMENT,6.39,0.17,4,637,No,1
24.00,male,High School,161952.00,2,RENT,25000.00,PERSONAL,16.07,0.15,3,578,Yes,0
25.00,female,Bachelor,161560.00,0,RENT,25000.00,MEDICAL,10.62,0.15,2,660,Yes,0
25.00,male,High School,19423.00,3,OWN,3200.00,VENTURE,18.09,0.16,2,586,No,1
25.00,male,Associate,163134.00,5,RENT,25000.00,EDUCATION,11.36,0.15,4,567,Yes,0
26.00,female,Bachelor,163683.00,5,RENT,25000.00,DEBTCONSOLIDATION,12.53,0.15,4,582,Yes,0
25.00,female,Bachelor,174972.00,3,RENT,25000.00,EDUCATION,9.99,0.14,4,712,Yes,0
23.00,male,High School,181016.00,4,RENT,25000.00,EDUCATION,10.36,0.14,3,674,No,0
23.00,female,Master,198920.00,0,MORTGAGE,9600.00,EDUCATION,5.99,0.05,3,532,Yes,0
22.00,female,Master,184800.00,1,MORTGAGE,24000.00,DEBTCONSOLIDATION,15.62,0.13,2,670,No,1
24.00,male,Master,198862.00,6,MORTGAGE,20000.00,PERSONAL,10.37,0.1,4,658,No,0
25.00,male,Associate,199407.00,0,MORTGAGE,25000.00,HOMEIMPROVEMENT,19.74,0.13,4,669,No,0
21.00,male,Bachelor,198803.00,0,MORTGAGE,20000.00,EDUCATION,6.91,0.1,4,681,Yes,0
23.00,male,Associate,20044.00,3,OWN,6000.00,MEDICAL,7.90,0.3,2,618,No,1
23.00,female,Bachelor,20401.00,4,MORTGAGE,2275.00,DEBTCONSOLIDATION,13.06,0.11,4,573,Yes,0
23.00,female,High School,19859.00,0,OWN,2000.00,PERSONAL,6.39,0.1,3,491,Yes,0
23.00,male,Master,178660.00,2,RENT,25000.00,DEBTCONSOLIDATION,14.93,0.14,3,590,No,1
23.00,female,High School,20421.00,0,MORTGAGE,5600.00,MEDICAL,12.84,0.27,4,587,No,1
24.00,male,Master,20353.00,2,OWN,3625.00,VENTURE,17.14,0.18,2,648,No,1
22.00,male,Master,20297.00,0,MORTGAGE,5500.00,VENTURE,7.14,0.27,3,687,No,1
25.00,male,Bachelor,210932.00,0,RENT,25000.00,PERSONAL,8.90,0.12,2,621,No,0
22.00,female,High School,20405.00,0,OWN,2000.00,PERSONAL,12.42,0.1,3,590,Yes,0
24.00,male,Associate,223194.00,0,RENT,25000.00,HOMEIMPROVEMENT,12.68,0.11,2,676,Yes,0
25.00,female,Associate,195560.00,0,RENT,25000.00,PERSONAL,11.03,0.13,2,677,Yes,0
26.00,male,Bachelor,194140.00,6,RENT,30000.00,VENTURE,7.90,0.15,4,651,Yes,0
22.00,male,High School,193337.00,0,MORTGAGE,35000.00,MEDICAL,10.65,0.18,4,602,Yes,0
25.00,male,High School,270992.00,2,RENT,25000.00,VENTURE,11.86,0.09,4,652,No,0
25.00,male,Associate,20221.00,5,OWN,5000.00,PERSONAL,8.94,0.25,4,572,No,1
23.00,male,Bachelor,20678.00,0,OWN,4375.00,VENTURE,9.63,0.21,4,528,No,1
25.00,female,High School,60742.00,3,RENT,24750.00,PERSONAL,14.22,0.41,3,638,No,1
23.00,female,High School,72805.00,2,RENT,24750.00,DEBTCONSOLIDATION,9.33,0.34,3,655,No,1
24.00,male,Master,102011.00,3,RENT,24500.00,MEDICAL,13.85,0.24,4,627,Yes,0
22.00,male,High School,20896.00,0,MORTGAGE,2000.00,EDUCATION,10.65,0.1,2,596,No,0
24.00,female,Bachelor,111283.00,0,RENT,24500.00,MEDICAL,11.46,0.22,4,694,No,0
23.00,female,Associate,192873.00,0,MORTGAGE,35000.00,PERSONAL,7.66,0.18,2,684,Yes,0
24.00,female,Bachelor,193174.00,0,MORTGAGE,12000.00,VENTURE,16.77,0.06,4,547,No,0
25.00,female,Bachelor,193249.00,0,MORTGAGE,12000.00,PERSONAL,9.63,0.06,4,586,Yes,0
26.00,female,Bachelor,192954.00,5,RENT,25000.00,PERSONAL,12.23,0.13,4,694,No,0
25.00,male,Master,152227.00,2,MORTGAGE,10000.00,MEDICAL,14.09,0.07,4,639,No,1
25.00,female,Bachelor,65399.00,0,RENT,24250.00,PERSONAL,13.98,0.37,4,663,No,1
23.00,female,High School,75928.00,4,RENT,24250.00,EDUCATION,10.62,0.32,4,528,No,1
24.00,male,Bachelor,21627.00,0,MORTGAGE,3900.00,DEBTCONSOLIDATION,11.01,0.18,3,636,No,1
25.00,male,High School,83235.00,3,RENT,24250.00,PERSONAL,17.56,0.29,4,603,No,1
26.00,male,High School,68297.00,3,RENT,24250.00,MEDICAL,14.96,0.36,2,507,No,1
22.00,male,Master,89977.00,3,RENT,24250.00,DEBTCONSOLIDATION,15.65,0.27,2,692,No,1
24.00,female,Associate,79510.00,2,RENT,24250.00,MEDICAL,15.70,0.3,2,604,No,1
24.00,female,Bachelor,109050.00,5,RENT,24250.00,VENTURE,12.53,0.22,3,622,No,0
26.00,female,Bachelor,94635.00,2,RENT,24250.00,HOMEIMPROVEMENT,17.56,0.26,3,643,No,1
23.00,male,High School,120966.00,0,RENT,24250.00,PERSONAL,12.87,0.2,2,565,No,0
23.00,male,Master,124437.00,0,RENT,24250.00,PERSONAL,15.70,0.19,2,718,Yes,0
25.00,male,Bachelor,193147.00,3,MORTGAGE,9000.00,EDUCATION,11.01,0.05,3,625,Yes,0
25.00,male,Bachelor,192914.00,0,OWN,15000.00,VENTURE,11.14,0.08,4,614,Yes,0
24.00,female,Bachelor,192806.00,2,MORTGAGE,20000.00,VENTURE,16.00,0.1,3,690,Yes,0
23.00,male,High School,193097.00,0,MORTGAGE,25000.00,EDUCATION,15.65,0.13,2,564,Yes,0
26.00,female,Associate,193082.00,5,MORTGAGE,13750.00,DEBTCONSOLIDATION,11.01,0.07,4,579,Yes,0
21.00,female,High School,192841.00,1,MORTGAGE,15250.00,VENTURE,15.31,0.08,4,648,No,0
25.00,male,Master,193300.00,3,MORTGAGE,20000.00,VENTURE,13.47,0.1,2,531,Yes,0
22.00,male,Associate,21205.00,0,MORTGAGE,4750.00,HOMEIMPROVEMENT,13.85,0.22,2,658,No,1
25.00,female,Bachelor,135292.00,3,RENT,24250.00,PERSONAL,11.01,0.18,3,574,No,0
21.00,male,High School,21363.00,2,MORTGAGE,6000.00,VENTURE,10.39,0.28,4,671,No,1
25.00,male,High School,139035.00,7,RENT,24250.00,HOMEIMPROVEMENT,11.36,0.17,2,633,No,0
23.00,male,High School,173511.00,0,RENT,24250.00,EDUCATION,11.83,0.14,3,631,Yes,0
23.00,male,Associate,345520.00,0,RENT,24250.00,EDUCATION,12.53,0.07,3,652,Yes,0
22.00,female,Bachelor,130762.00,3,RENT,24150.00,HOMEIMPROVEMENT,14.96,0.18,3,683,No,1
22.00,female,Bachelor,52596.00,0,RENT,24000.00,DEBTCONSOLIDATION,13.85,0.46,3,693,No,1
23.00,female,Bachelor,57326.00,2,RENT,24000.00,VENTURE,11.58,0.42,4,603,No,1
24.00,female,High School,58262.00,1,RENT,24000.00,VENTURE,16.29,0.41,2,522,No,1
26.00,female,High School,58620.00,4,RENT,24000.00,MEDICAL,11.01,0.41,3,664,No,1
21.00,female,Master,55113.00,0,RENT,24000.00,EDUCATION,16.29,0.44,2,645,No,1
25.00,male,Bachelor,63361.00,2,RENT,24000.00,PERSONAL,10.74,0.38,2,592,No,1
22.00,female,Associate,22107.00,4,MORTGAGE,2250.00,EDUCATION,15.27,0.1,3,636,Yes,0
24.00,female,Bachelor,57356.00,3,RENT,24000.00,PERSONAL,17.80,0.42,2,672,No,1
22.00,female,Bachelor,21790.00,0,MORTGAGE,1000.00,VENTURE,11.36,0.05,2,686,Yes,0
22.00,female,High School,59680.00,0,RENT,24000.00,MEDICAL,17.56,0.4,4,590,No,1
26.00,female,Master,72720.00,2,RENT,24000.00,PERSONAL,7.90,0.33,4,636,No,1
25.00,female,High School,73024.00,5,RENT,24000.00,PERSONAL,10.99,0.33,4,580,No,1
22.00,male,Bachelor,73110.00,0,RENT,24000.00,PERSONAL,7.29,0.33,3,674,No,1
21.00,female,Associate,72902.00,0,RENT,24000.00,MEDICAL,10.75,0.33,2,601,No,1
26.00,female,High School,75416.00,4,RENT,24000.00,DEBTCONSOLIDATION,7.90,0.32,3,620,No,1
22.00,male,Master,75959.00,0,RENT,24000.00,EDUCATION,14.84,0.32,2,642,No,1
26.00,male,Associate,79222.00,7,RENT,24000.00,DEBTCONSOLIDATION,11.01,0.3,2,616,No,1
22.00,female,Associate,21824.00,0,MORTGAGE,4975.00,EDUCATION,11.01,0.23,3,588,No,1
23.00,male,High School,71875.00,1,RENT,24000.00,DEBTCONSOLIDATION,19.69,0.33,2,585,No,1
23.00,male,Bachelor,80313.00,1,RENT,24000.00,VENTURE,11.01,0.3,4,632,No,1
24.00,male,High School,72647.00,5,RENT,24000.00,VENTURE,14.96,0.33,4,556,No,1
25.00,male,Bachelor,80492.00,4,RENT,24000.00,EDUCATION,6.99,0.3,3,602,No,1
22.00,male,High School,75646.00,0,RENT,24000.00,PERSONAL,16.45,0.32,4,639,No,1
24.00,male,Associate,85223.00,3,RENT,24000.00,EDUCATION,10.99,0.28,4,603,No,1
23.00,male,Associate,89735.00,2,RENT,24000.00,DEBTCONSOLIDATION,10.99,0.27,2,689,No,1
22.00,male,High School,22364.00,4,OWN,3000.00,PERSONAL,7.90,0.13,4,672,No,1
22.00,female,Master,90780.00,2,RENT,24000.00,EDUCATION,12.69,0.26,4,499,No,1
24.00,male,Bachelor,90889.00,1,RENT,24000.00,MEDICAL,10.37,0.26,3,643,No,1
24.00,male,Bachelor,90911.00,2,RENT,24000.00,HOMEIMPROVEMENT,11.01,0.26,3,589,No,1
26.00,male,Master,83953.00,2,RENT,24000.00,DEBTCONSOLIDATION,15.83,0.29,3,646,No,1
23.00,male,Associate,94644.00,1,RENT,24000.00,PERSONAL,13.92,0.25,3,613,No,1
22.00,female,High School,22616.00,0,OWN,2000.00,VENTURE,11.49,0.09,3,567,No,0
24.00,female,Bachelor,96989.00,4,RENT,24000.00,MEDICAL,10.25,0.25,2,603,No,0
22.00,female,Associate,22867.00,3,OWN,3500.00,HOMEIMPROVEMENT,7.49,0.15,4,647,No,1
23.00,female,Master,22583.00,1,OWN,4000.00,EDUCATION,5.99,0.18,2,645,No,1
23.00,female,Bachelor,90900.00,0,RENT,24000.00,PERSONAL,12.92,0.26,2,672,No,1
26.00,female,Master,107641.00,6,RENT,24000.00,PERSONAL,11.58,0.22,3,648,No,0
25.00,male,High School,114870.00,4,RENT,24000.00,EDUCATION,8.90,0.21,2,653,No,0
22.00,male,Bachelor,100479.00,0,RENT,24000.00,DEBTCONSOLIDATION,19.69,0.24,3,590,No,1
25.00,female,Master,114958.00,2,RENT,24000.00,VENTURE,6.54,0.21,4,704,Yes,0
21.00,female,Master,22882.00,0,OWN,4900.00,HOMEIMPROVEMENT,14.54,0.21,4,674,No,1
21.00,female,Bachelor,22392.00,0,OWN,5000.00,EDUCATION,11.11,0.22,2,594,No,1
26.00,female,High School,120498.00,5,RENT,24000.00,PERSONAL,12.73,0.2,4,626,No,0
24.00,female,Master,132873.00,2,RENT,24000.00,VENTURE,15.62,0.18,4,701,Yes,0
24.00,male,Associate,22635.00,3,OWN,6250.00,HOMEIMPROVEMENT,6.54,0.28,4,602,No,1
22.00,female,Associate,118299.00,0,RENT,24000.00,DEBTCONSOLIDATION,11.01,0.2,2,503,No,1
26.00,female,Associate,125665.00,5,RENT,24000.00,DEBTCONSOLIDATION,20.00,0.19,4,657,No,1
22.00,female,High School,144904.00,0,RENT,24000.00,EDUCATION,9.91,0.17,4,638,No,0
24.00,female,Bachelor,144882.00,2,RENT,24000.00,VENTURE,12.69,0.17,4,646,Yes,0
26.00,male,Associate,130649.00,4,RENT,24000.00,EDUCATION,20.00,0.18,3,678,No,1
24.00,male,Master,149622.00,4,RENT,24000.00,PERSONAL,16.49,0.16,4,684,Yes,0
23.00,male,Bachelor,22957.00,1,MORTGAGE,2500.00,MEDICAL,15.95,0.11,2,594,No,1
24.00,male,Master,157225.00,1,RENT,24000.00,DEBTCONSOLIDATION,11.49,0.15,3,538,Yes,0
25.00,female,Bachelor,163004.00,3,RENT,24000.00,PERSONAL,10.99,0.15,2,662,No,0
24.00,male,High School,163035.00,2,RENT,24000.00,HOMEIMPROVEMENT,13.79,0.15,2,636,Yes,0
23.00,male,Master,138731.00,0,RENT,24000.00,MEDICAL,20.00,0.17,3,613,No,1
23.00,female,Associate,180804.00,1,RENT,24000.00,EDUCATION,7.49,0.13,4,573,Yes,0
23.00,male,Master,166378.00,0,RENT,24000.00,DEBTCONSOLIDATION,16.00,0.14,2,714,No,1
24.00,male,Associate,22684.00,0,OWN,13000.00,PERSONAL,7.88,0.57,3,640,No,1
21.00,male,Bachelor,22366.00,0,OWN,6250.00,VENTURE,10.62,0.28,4,637,No,1
26.00,female,High School,187161.00,7,RENT,24000.00,DEBTCONSOLIDATION,10.99,0.13,4,633,Yes,0
26.00,male,Bachelor,178439.00,0,RENT,24000.00,EDUCATION,18.30,0.13,2,615,No,1
26.00,male,Bachelor,204962.00,2,RENT,24000.00,DEBTCONSOLIDATION,11.01,0.12,2,552,Yes,0
21.00,male,Bachelor,22673.00,0,OWN,2500.00,PERSONAL,11.36,0.11,3,670,Yes,0
24.00,male,Associate,53633.00,4,RENT,23975.00,HOMEIMPROVEMENT,11.01,0.45,2,678,No,1
23.00,female,Master,144983.00,2,RENT,23750.00,MEDICAL,13.47,0.16,2,676,No,0
24.00,female,High School,67032.00,2,RENT,23600.00,PERSONAL,11.89,0.35,3,624,No,1
24.00,male,High School,22664.00,0,MORTGAGE,10000.00,DEBTCONSOLIDATION,12.18,0.44,2,649,No,1
25.00,male,High School,123299.00,0,RENT,23600.00,DEBTCONSOLIDATION,13.49,0.19,4,555,Yes,0
23.00,female,Associate,91275.00,0,RENT,23575.00,PERSONAL,14.50,0.26,4,613,No,1
22.00,male,Bachelor,22564.00,1,OWN,4000.00,MEDICAL,11.01,0.18,2,684,No,1
22.00,male,Bachelor,22786.00,0,OWN,5400.00,MEDICAL,15.31,0.24,2,647,No,1
25.00,male,High School,22450.00,4,MORTGAGE,4000.00,MEDICAL,11.01,0.18,3,580,No,1
21.00,female,Bachelor,22666.00,0,OWN,3375.00,VENTURE,11.01,0.15,2,630,No,1
22.00,male,Bachelor,81701.00,1,RENT,23400.00,VENTURE,7.49,0.29,2,589,No,1
22.00,male,High School,52984.00,0,RENT,23000.00,PERSONAL,11.01,0.43,3,621,No,1
25.00,female,Master,68579.00,1,RENT,23000.00,EDUCATION,11.01,0.34,2,665,No,1
23.00,female,Bachelor,73014.00,0,RENT,23000.00,VENTURE,12.18,0.32,4,668,No,1
24.00,female,Bachelor,22608.00,2,MORTGAGE,1200.00,VENTURE,11.34,0.05,4,615,Yes,0
25.00,female,High School,76932.00,2,RENT,23000.00,EDUCATION,9.91,0.3,3,604,No,1
24.00,male,High School,78955.00,1,RENT,23000.00,HOMEIMPROVEMENT,11.99,0.29,4,620,No,1
23.00,male,Master,82567.00,0,RENT,23000.00,EDUCATION,9.62,0.28,2,558,No,1
22.00,male,Bachelor,22466.00,0,OWN,3000.00,DEBTCONSOLIDATION,9.96,0.13,3,603,No,1
25.00,male,Bachelor,97251.00,2,RENT,23000.00,VENTURE,11.01,0.24,2,683,Yes,0
24.00,male,Associate,106607.00,1,RENT,23000.00,VENTURE,14.54,0.22,2,641,No,1
22.00,male,Bachelor,71385.00,0,RENT,22750.00,MEDICAL,11.36,0.32,4,521,No,1
23.00,female,Bachelor,84865.00,3,RENT,22500.00,DEBTCONSOLIDATION,14.27,0.27,2,655,No,1
24.00,male,Bachelor,22789.00,1,OWN,3000.00,HOMEIMPROVEMENT,11.99,0.13,3,663,No,1
26.00,female,Bachelor,84801.00,4,RENT,22500.00,EDUCATION,18.99,0.27,2,605,No,1
24.00,male,Bachelor,88421.00,4,RENT,22400.00,VENTURE,16.70,0.25,4,708,No,1
24.00,male,High School,23071.00,3,MORTGAGE,5000.00,PERSONAL,9.32,0.22,3,571,No,1
23.00,male,Bachelor,43042.00,1,RENT,22250.00,DEBTCONSOLIDATION,12.69,0.52,3,678,No,1
25.00,female,High School,53119.00,1,RENT,22000.00,HOMEIMPROVEMENT,13.11,0.41,2,597,No,1
25.00,male,Bachelor,63311.00,1,RENT,22000.00,PERSONAL,10.74,0.35,2,689,No,1
21.00,male,Bachelor,23597.00,0,MORTGAGE,4200.00,PERSONAL,14.11,0.18,4,675,No,1
22.00,female,High School,69308.00,1,RENT,22000.00,EDUCATION,9.63,0.32,3,591,No,1
25.00,female,High School,70598.00,5,RENT,22000.00,MEDICAL,14.65,0.31,2,616,No,1
23.00,female,High School,73044.00,0,RENT,22000.00,DEBTCONSOLIDATION,10.25,0.3,4,640,No,1
24.00,male,Bachelor,73043.00,0,RENT,22000.00,VENTURE,14.26,0.3,2,593,No,1
25.00,female,Bachelor,23627.00,4,MORTGAGE,3000.00,EDUCATION,9.91,0.13,2,649,No,1
26.00,male,Bachelor,68198.00,4,RENT,22000.00,MEDICAL,17.19,0.32,3,645,No,1
22.00,female,High School,85089.00,0,RENT,22000.00,EDUCATION,11.36,0.26,4,537,No,1
22.00,female,Bachelor,80358.00,0,RENT,22000.00,EDUCATION,11.01,0.27,2,635,No,1
23.00,female,Bachelor,90025.00,0,RENT,22000.00,DEBTCONSOLIDATION,10.59,0.24,3,640,Yes,0
24.00,female,Master,93232.00,2,RENT,22000.00,EDUCATION,9.25,0.24,2,625,No,0
22.00,female,Master,23497.00,0,OWN,3625.00,MEDICAL,8.49,0.15,3,557,No,1
26.00,male,Associate,93314.00,8,RENT,22000.00,VENTURE,6.54,0.24,3,643,No,0
21.00,female,Associate,23543.00,0,OWN,6000.00,MEDICAL,8.49,0.25,3,631,No,1
24.00,male,Bachelor,97038.00,0,RENT,22000.00,MEDICAL,11.01,0.23,4,653,Yes,0
26.00,female,Associate,100246.00,1,RENT,22000.00,VENTURE,12.69,0.22,2,623,Yes,0
24.00,female,Bachelor,23667.00,3,OWN,7400.00,MEDICAL,13.85,0.31,2,662,No,1
25.00,male,Associate,23719.00,2,OWN,4000.00,DEBTCONSOLIDATION,7.40,0.17,3,667,No,1
23.00,male,High School,101575.00,1,RENT,22000.00,DEBTCONSOLIDATION,11.71,0.22,4,586,No,0
25.00,female,Master,94168.00,3,RENT,22000.00,PERSONAL,11.48,0.23,3,719,No,1
25.00,male,Master,99394.00,1,RENT,22000.00,EDUCATION,17.51,0.22,2,646,No,1
21.00,male,High School,23504.00,0,MORTGAGE,3500.00,DEBTCONSOLIDATION,14.61,0.15,3,646,No,1
23.00,male,Bachelor,120500.00,3,RENT,22000.00,DEBTCONSOLIDATION,7.88,0.18,4,646,No,0
23.00,female,Bachelor,133195.00,1,RENT,22000.00,PERSONAL,11.01,0.17,3,643,Yes,0
22.00,male,Bachelor,24148.00,1,MORTGAGE,4950.00,PERSONAL,11.71,0.2,2,594,No,1
25.00,male,Bachelor,69353.00,1,RENT,21700.00,PERSONAL,11.99,0.31,2,664,No,1
24.00,male,High School,65946.00,0,RENT,21600.00,VENTURE,13.49,0.33,2,605,No,1
23.00,female,High School,68677.00,0,RENT,21600.00,MEDICAL,20.00,0.31,4,646,No,1
26.00,female,Associate,76687.00,3,RENT,21600.00,DEBTCONSOLIDATION,14.35,0.28,3,655,No,1
22.00,female,Bachelor,99087.00,0,RENT,21600.00,PERSONAL,13.61,0.22,3,597,No,0
22.00,male,High School,94523.00,0,RENT,21600.00,DEBTCONSOLIDATION,11.26,0.23,3,679,No,1
22.00,female,High School,24092.00,0,OWN,2400.00,VENTURE,10.59,0.1,3,654,No,0
24.00,female,Bachelor,135365.00,1,RENT,21600.00,MEDICAL,7.90,0.16,2,556,No,0
