age,gender,education,income,employment_experience,home_ownership,loan_amount,loan_purpose,interest_rate,loan_to_income_ratio,credit_history_years,credit_score,previous_defaults,loan_status,loan_status_label
23.0,Female,High School,91886.0,1,Rent,25000.0,Debt Consolidation,16.02,0.27,4,544,No,1,Default
23.0,Male,Associate,80452.0,2,Rent,25000.0,Medical,15.37,0.31,2,699,No,1,Default
25.0,Female,Bachelor,108758.0,2,Rent,25000.0,Medical,10.99,0.23,4,611,No,0,Non-Default
21.0,Male,Associate,18916.0,0,Own,6200.0,Home Improvement,7.9,0.33,2,615,No,1,Default
26.0,Female,High School,217234.0,5,Own,25000.0,Personal,10.99,0.12,4,559,Yes,0,Non-Default
24.0,Female,High School,217017.0,0,Own,21000.0,Education,11.48,0.1,3,577,Yes,0,Non-Default
25.0,Male,High School,216874.0,1,Own,20000.0,Medical,14.26,0.09,4,657,Yes,0,Non-Default
26.0,Male,Associate,216833.0,5,Own,10000.0,Home Improvement,8.0,0.05,4,676,Yes,0,Non-Default
25.0,Male,Bachelor,216483.0,0,Mortgage,9950.0,Venture,11.26,0.05,2,601,No,0,Non-Default
23.0,Female,Master,19000.0,2,Own,4475.0,Medical,11.01,0.24,4,647,No,1,Default
23.0,Female,Master,94363.0,0,Rent,25000.0,Venture,16.32,0.26,3,576,No,1,Default
25.0,Male,Master,80570.0,3,Rent,25000.0,Medical,17.93,0.31,4,612,No,1,Default
23.0,Male,Bachelor,109167.0,0,Rent,25000.0,Debt Consolidation,11.36,0.23,3,678,No,0,Non-Default
24.0,Female,Associate,95753.0,1,Rent,25000.0,Debt Consolidation,14.96,0.26,4,542,No,1,Default
24.0,Female,Associate,110935.0,1,Rent,25000.0,Personal,13.43,0.23,3,709,Yes,0,Non-Default
25.0,Male,Associate,111490.0,2,Rent,25000.0,Home Improvement,12.69,0.22,3,622,Yes,0,Non-Default
24.0,Male,Associate,111729.0,4,Rent,25000.0,Venture,12.73,0.22,4,642,Yes,0,Non-Default
23.0,Female,High School,113396.0,0,Rent,25000.0,Venture,15.21,0.22,4,660,No,0,Non-Default
23.0,Female,Bachelor,19175.0,1,Mortgage,1750.0,Medical,12.68,0.09,3,587,Yes,0,Non-Default
23.0,Female,High School,85787.0,0,Rent,25000.0,Medical,19.04,0.29,4,646,No,1,Default
25.0,Female,Master,102114.0,7,Rent,25000.0,Debt Consolidation,15.95,0.24,3,637,No,1,Default
26.0,Male,Bachelor,211005.0,5,Mortgage,2600.0,Venture,8.9,0.01,4,718,No,0,Non-Default
25.0,Male,Master,210903.0,4,Mortgage,8000.0,Home Improvement,7.9,0.04,2,588,Yes,0,Non-Default
22.0,Male,Associate,210555.0,0,Mortgage,18000.0,Education,11.01,0.09,2,652,No,0,Non-Default
23.0,Male,Bachelor,210937.0,0,Mortgage,21000.0,Personal,11.99,0.1,3,620,Yes,0,Non-Default
23.0,Male,High School,19062.0,2,Own,4000.0,Debt Consolidation,13.98,0.21,4,667,No,1,Default
23.0,Female,Associate,18926.0,0,Own,4600.0,Venture,10.99,0.24,2,688,No,1,Default
22.0,Male,Associate,106694.0,0,Rent,25000.0,Debt Consolidation,15.58,0.23,2,667,No,1,Default
25.0,Male,Master,90718.0,4,Rent,25000.0,Medical,10.99,0.28,2,692,No,1,Default
25.0,Male,Bachelor,106668.0,1,Rent,25000.0,Venture,14.96,0.23,4,562,No,1,Default
25.0,Male,High School,19158.0,4,Own,1750.0,Home Improvement,15.31,0.09,4,625,Yes,0,Non-Default
26.0,Male,High School,106419.0,5,Rent,25000.0,Venture,15.65,0.23,3,649,No,1,Default
25.0,Female,High School,120696.0,3,Rent,25000.0,Venture,9.33,0.21,4,545,Yes,0,Non-Default
23.0,Male,High School,19065.0,3,Mortgage,3600.0,Personal,13.47,0.19,4,540,No,1,Default
24.0,Female,Associate,124083.0,0,Rent,25000.0,Personal,10.36,0.2,3,637,Yes,0,Non-Default
24.0,Male,Associate,111673.0,4,Rent,25000.0,Home Improvement,16.77,0.22,4,600,No,1,Default
23.0,Male,High School,112633.0,1,Rent,25000.0,Debt Consolidation,14.59,0.22,2,633,No,1,Default
22.0,Male,High School,210938.0,0,Rent,3500.0,Venture,11.91,0.02,2,588,No,0,Non-Default
23.0,Female,Associate,210720.0,2,Mortgage,7200.0,Education,8.38,0.03,3,624,Yes,0,Non-Default
25.0,Male,High School,210705.0,7,Rent,9000.0,Venture,10.59,0.04,3,525,Yes,0,Non-Default
25.0,Male,High School,209997.0,3,Mortgage,8800.0,Debt Consolidation,14.27,0.04,3,616,Yes,0,Non-Default
26.0,Female,Master,209873.0,3,Rent,12000.0,Debt Consolidation,12.53,0.06,4,675,No,0,Non-Default
25.0,Female,Associate,195268.0,1,Mortgage,25000.0,Debt Consolidation,16.0,0.13,3,662,No,1,Default
26.0,Male,Master,209393.0,2,Mortgage,10000.0,Venture,11.71,0.05,4,585,Yes,0,Non-Default
21.0,Male,Master,18773.0,0,Own,3175.0,Home Improvement,11.54,0.17,3,686,No,1,Default
25.0,Female,Bachelor,116439.0,2,Rent,25000.0,Home Improvement,15.68,0.21,4,595,No,1,Default
21.0,Female,Associate,19169.0,2,Mortgage,1500.0,Education,10.59,0.08,2,537,Yes,0,Non-Default
24.0,Female,High School,118417.0,0,Rent,25000.0,Home Improvement,12.61,0.21,2,625,No,1,Default
26.0,Female,High School,133476.0,0,Rent,25000.0,Personal,11.01,0.19,2,641,Yes,0,Non-Default
23.0,Female,Associate,19312.0,4,Mortgage,2800.0,Personal,8.49,0.14,3,661,No,1,Default
25.0,Male,High School,192351.0,1,Rent,30000.0,Personal,17.27,0.16,4,577,No,1,Default
24.0,Male,Bachelor,206648.0,4,Rent,18000.0,Debt Consolidation,8.9,0.09,4,537,Yes,0,Non-Default
25.0,Female,High School,205046.0,6,Mortgage,10000.0,Medical,11.11,0.05,4,646,Yes,0,Non-Default
24.0,Male,High School,190735.0,1,Rent,25000.0,Home Improvement,14.59,0.13,2,653,No,1,Default
26.0,Female,Associate,204872.0,3,Rent,13000.0,Venture,12.42,0.06,3,654,No,0,Non-Default
24.0,Male,Associate,100758.0,0,Rent,25000.0,Medical,11.01,0.25,2,635,No,1,Default
24.0,Female,Master,133231.0,3,Rent,25000.0,Home Improvement,15.7,0.19,2,675,Yes,0,Non-Default
22.0,Female,Master,18923.0,0,Own,2500.0,Home Improvement,12.53,0.13,3,618,No,1,Default
25.0,Female,Master,161894.0,0,Rent,5000.0,Medical,16.49,0.03,2,609,No,1,Default
25.0,Female,Bachelor,205144.0,0,Mortgage,20000.0,Education,7.49,0.1,2,545,Yes,0,Non-Default
22.0,Female,High School,121617.0,2,Rent,25000.0,Debt Consolidation,14.96,0.21,2,629,No,1,Default
25.0,Male,Associate,136206.0,6,Rent,25000.0,Medical,12.73,0.18,4,539,No,0,Non-Default
24.0,Male,Master,144915.0,4,Rent,25000.0,Education,10.65,0.17,4,593,Yes,0,Non-Default
25.0,Female,High School,145233.0,3,Rent,25000.0,Medical,10.74,0.17,2,683,No,0,Non-Default
23.0,Male,Bachelor,145002.0,1,Rent,25000.0,Education,9.99,0.17,2,670,Yes,0,Non-Default
24.0,Male,Master,110953.0,0,Rent,25000.0,Medical,15.33,0.23,2,662,No,1,Default
21.0,Female,High School,19414.0,2,Own,1000.0,Venture,7.29,0.05,4,681,Yes,0,Non-Default
26.0,Male,High School,130096.0,1,Rent,25000.0,Personal,15.05,0.19,3,636,No,1,Default
26.0,Male,Master,157292.0,0,Rent,25000.0,Personal,10.75,0.16,3,677,Yes,0,Non-Default
23.0,Female,Bachelor,156995.0,3,Rent,25000.0,Education,16.02,0.16,2,656,Yes,0,Non-Default
23.0,Female,Associate,156952.0,0,Rent,25000.0,Venture,11.49,0.16,4,674,Yes,0,Non-Default
25.0,Female,Associate,205005.0,6,Own,20000.0,Education,12.53,0.1,4,587,No,0,Non-Default
26.0,Female,Bachelor,205060.0,2,Mortgage,12000.0,Venture,13.57,0.06,2,658,No,0,Non-Default
22.0,Male,High School,203782.0,4,Rent,14000.0,Personal,11.14,0.07,3,581,Yes,0,Non-Default
26.0,Male,High School,203368.0,3,Rent,24250.0,Medical,12.87,0.12,3,606,Yes,0,Non-Default
23.0,Female,Associate,203403.0,0,Rent,20000.0,Education,11.58,0.1,3,648,No,0,Non-Default
24.0,Female,Associate,202715.0,3,Rent,1800.0,Home Improvement,11.12,0.01,3,563,Yes,0,Non-Default
25.0,Female,Master,202525.0,1,Mortgage,35000.0,Personal,10.65,0.17,2,589,Yes,0,Non-Default
24.0,Male,Associate,161487.0,1,Rent,25000.0,Debt Consolidation,10.37,0.15,2,641,No,0,Non-Default
24.0,Male,Associate,19677.0,3,Own,3300.0,Home Improvement,6.39,0.17,4,637,No,1,Default
24.0,Male,High School,161952.0,2,Rent,25000.0,Personal,16.07,0.15,3,578,Yes,0,Non-Default
25.0,Female,Bachelor,161560.0,0,Rent,25000.0,Medical,10.62,0.15,2,660,Yes,0,Non-Default
25.0,Male,High School,19423.0,3,Own,3200.0,Venture,18.09,0.16,2,586,No,1,Default
25.0,Male,Associate,163134.0,5,Rent,25000.0,Education,11.36,0.15,4,567,Yes,0,Non-Default
26.0,Female,Bachelor,163683.0,5,Rent,25000.0,Debt Consolidation,12.53,0.15,4,582,Yes,0,Non-Default
25.0,Female,Bachelor,174972.0,3,Rent,25000.0,Education,9.99,0.14,4,712,Yes,0,Non-Default
23.0,Male,High School,181016.0,4,Rent,25000.0,Education,10.36,0.14,3,674,No,0,Non-Default
23.0,Female,Master,198920.0,0,Mortgage,9600.0,Education,5.99,0.05,3,532,Yes,0,Non-Default
22.0,Female,Master,184800.0,1,Mortgage,24000.0,Debt Consolidation,15.62,0.13,2,670,No,1,Default
24.0,Male,Master,198862.0,6,Mortgage,20000.0,Personal,10.37,0.1,4,658,No,0,Non-Default
25.0,Male,Associate,199407.0,0,Mortgage,25000.0,Home Improvement,19.74,0.13,4,669,No,0,Non-Default
21.0,Male,Bachelor,198803.0,0,Mortgage,20000.0,Education,6.91,0.1,4,681,Yes,0,Non-Default
23.0,Male,Associate,20044.0,3,Own,6000.0,Medical,7.9,0.3,2,618,No,1,Default
23.0,Female,Bachelor,20401.0,4,Mortgage,2275.0,Debt Consolidation,13.06,0.11,4,573,Yes,0,Non-Default
23.0,Female,High School,19859.0,0,Own,2000.0,Personal,6.39,0.1,3,491,Yes,0,Non-Default
23.0,Male,Master,178660.0,2,Rent,25000.0,Debt Consolidation,14.93,0.14,3,590,No,1,Default
23.0,Female,High School,20421.0,0,Mortgage,5600.0,Medical,12.84,0.27,4,587,No,1,Default
24.0,Male,Master,20353.0,2,Own,3625.0,Venture,17.14,0.18,2,648,No,1,Default
22.0,Male,Master,20297.0,0,Mortgage,5500.0,Venture,7.14,0.27,3,687,No,1,Default
25.0,Male,Bachelor,210932.0,0,Rent,25000.0,Personal,8.9,0.12,2,621,No,0,Non-Default
22.0,Female,High School,20405.0,0,Own,2000.0,Personal,12.42,0.1,3,590,Yes,0,Non-Default
24.0,Male,Associate,223194.0,0,Rent,25000.0,Home Improvement,12.68,0.11,2,676,Yes,0,Non-Default
25.0,Female,Associate,195560.0,0,Rent,25000.0,Personal,11.03,0.13,2,677,Yes,0,Non-Default
26.0,Male,Bachelor,194140.0,6,Rent,30000.0,Venture,7.9,0.15,4,651,Yes,0,Non-Default
22.0,Male,High School,193337.0,0,Mortgage,35000.0,Medical,10.65,0.18,4,602,Yes,0,Non-Default
25.0,Male,High School,270992.0,2,Rent,25000.0,Venture,11.86,0.09,4,652,No,0,Non-Default
25.0,Male,Associate,20221.0,5,Own,5000.0,Personal,8.94,0.25,4,572,No,1,Default
23.0,Male,Bachelor,20678.0,0,Own,4375.0,Venture,9.63,0.21,4,528,No,1,Default
25.0,Female,High School,60742.0,3,Rent,24750.0,Personal,14.22,0.41,3,638,No,1,Default
23.0,Female,High School,72805.0,2,Rent,24750.0,Debt Consolidation,9.33,0.34,3,655,No,1,Default
24.0,Male,Master,102011.0,3,Rent,24500.0,Medical,13.85,0.24,4,627,Yes,0,Non-Default
22.0,Male,High School,20896.0,0,Mortgage,2000.0,Education,10.65,0.1,2,596,No,0,Non-Default
24.0,Female,Bachelor,111283.0,0,Rent,24500.0,Medical,11.46,0.22,4,694,No,0,Non-Default
23.0,Female,Associate,192873.0,0,Mortgage,35000.0,Personal,7.66,0.18,2,684,Yes,0,Non-Default
24.0,Female,Bachelor,193174.0,0,Mortgage,12000.0,Venture,16.77,0.06,4,547,No,0,Non-Default
25.0,Female,Bachelor,193249.0,0,Mortgage,12000.0,Personal,9.63,0.06,4,586,Yes,0,Non-Default
26.0,Female,Bachelor,192954.0,5,Rent,25000.0,Personal,12.23,0.13,4,694,No,0,Non-Default
25.0,Male,Master,152227.0,2,Mortgage,10000.0,Medical,14.09,0.07,4,639,No,1,Default
25.0,Female,Bachelor,65399.0,0,Rent,24250.0,Personal,13.98,0.37,4,663,No,1,Default
23.0,Female,High School,75928.0,4,Rent,24250.0,Education,10.62,0.32,4,528,No,1,Default
24.0,Male,Bachelor,21627.0,0,Mortgage,3900.0,Debt Consolidation,11.01,0.18,3,636,No,1,Default
25.0,Male,High School,83235.0,3,Rent,24250.0,Personal,17.56,0.29,4,603,No,1,Default
26.0,Male,High School,68297.0,3,Rent,24250.0,Medical,14.96,0.36,2,507,No,1,Default
22.0,Male,Master,89977.0,3,Rent,24250.0,Debt Consolidation,15.65,0.27,2,692,No,1,Default
24.0,Female,Associate,79510.0,2,Rent,24250.0,Medical,15.7,0.3,2,604,No,1,Default
24.0,Female,Bachelor,109050.0,5,Rent,24250.0,Venture,12.53,0.22,3,622,No,0,Non-Default
26.0,Female,Bachelor,94635.0,2,Rent,24250.0,Home Improvement,17.56,0.26,3,643,No,1,Default
23.0,Male,High School,120966.0,0,Rent,24250.0,Personal,12.87,0.2,2,565,No,0,Non-Default
23.0,Male,Master,124437.0,0,Rent,24250.0,Personal,15.7,0.19,2,718,Yes,0,Non-Default
25.0,Male,Bachelor,193147.0,3,Mortgage,9000.0,Education,11.01,0.05,3,625,Yes,0,Non-Default
25.0,Male,Bachelor,192914.0,0,Own,15000.0,Venture,11.14,0.08,4,614,Yes,0,Non-Default
24.0,Female,Bachelor,192806.0,2,Mortgage,20000.0,Venture,16.0,0.1,3,690,Yes,0,Non-Default
23.0,Male,High School,193097.0,0,Mortgage,25000.0,Education,15.65,0.13,2,564,Yes,0,Non-Default
26.0,Female,Associate,193082.0,5,Mortgage,13750.0,Debt Consolidation,11.01,0.07,4,579,Yes,0,Non-Default
21.0,Female,High School,192841.0,1,Mortgage,15250.0,Venture,15.31,0.08,4,648,No,0,Non-Default
25.0,Male,Master,193300.0,3,Mortgage,20000.0,Venture,13.47,0.1,2,531,Yes,0,Non-Default
22.0,Male,Associate,21205.0,0,Mortgage,4750.0,Home Improvement,13.85,0.22,2,658,No,1,Default
25.0,Female,Bachelor,135292.0,3,Rent,24250.0,Personal,11.01,0.18,3,574,No,0,Non-Default
21.0,Male,High School,21363.0,2,Mortgage,6000.0,Venture,10.39,0.28,4,671,No,1,Default
25.0,Male,High School,139035.0,7,Rent,24250.0,Home Improvement,11.36,0.17,2,633,No,0,Non-Default
23.0,Male,High School,173511.0,0,Rent,24250.0,Education,11.83,0.14,3,631,Yes,0,Non-Default
23.0,Male,Associate,345520.0,0,Rent,24250.0,Education,12.53,0.07,3,652,Yes,0,Non-Default
22.0,Female,Bachelor,130762.0,3,Rent,24150.0,Home Improvement,14.96,0.18,3,683,No,1,Default
22.0,Female,Bachelor,52596.0,0,Rent,24000.0,Debt Consolidation,13.85,0.46,3,693,No,1,Default
23.0,Female,Bachelor,57326.0,2,Rent,24000.0,Venture,11.58,0.42,4,603,No,1,Default
24.0,Female,High School,58262.0,1,Rent,24000.0,Venture,16.29,0.41,2,522,No,1,Default
26.0,Female,High School,58620.0,4,Rent,24000.0,Medical,11.01,0.41,3,664,No,1,Default
21.0,Female,Master,55113.0,0,Rent,24000.0,Education,16.29,0.44,2,645,No,1,Default
25.0,Male,Bachelor,63361.0,2,Rent,24000.0,Personal,10.74,0.38,2,592,No,1,Default
22.0,Female,Associate,22107.0,4,Mortgage,2250.0,Education,15.27,0.1,3,636,Yes,0,Non-Default
24.0,Female,Bachelor,57356.0,3,Rent,24000.0,Personal,17.8,0.42,2,672,No,1,Default
22.0,Female,Bachelor,21790.0,0,Mortgage,1000.0,Venture,11.36,0.05,2,686,Yes,0,Non-Default
22.0,Female,High School,59680.0,0,Rent,24000.0,Medical,17.56,0.4,4,590,No,1,Default
26.0,Female,Master,72720.0,2,Rent,24000.0,Personal,7.9,0.33,4,636,No,1,Default
25.0,Female,High School,73024.0,5,Rent,24000.0,Personal,10.99,0.33,4,580,No,1,Default
22.0,Male,Bachelor,73110.0,0,Rent,24000.0,Personal,7.29,0.33,3,674,No,1,Default
21.0,Female,Associate,72902.0,0,Rent,24000.0,Medical,10.75,0.33,2,601,No,1,Default
26.0,Female,High School,75416.0,4,Rent,24000.0,Debt Consolidation,7.9,0.32,3,620,No,1,Default
22.0,Male,Master,75959.0,0,Rent,24000.0,Education,14.84,0.32,2,642,No,1,Default
26.0,Male,Associate,79222.0,7,Rent,24000.0,Debt Consolidation,11.01,0.3,2,616,No,1,Default
22.0,Female,Associate,21824.0,0,Mortgage,4975.0,Education,11.01,0.23,3,588,No,1,Default
23.0,Male,High School,71875.0,1,Rent,24000.0,Debt Consolidation,19.69,0.33,2,585,No,1,Default
23.0,Male,Bachelor,80313.0,1,Rent,24000.0,Venture,11.01,0.3,4,632,No,1,Default
24.0,Male,High School,72647.0,5,Rent,24000.0,Venture,14.96,0.33,4,556,No,1,Default
25.0,Male,Bachelor,80492.0,4,Rent,24000.0,Education,6.99,0.3,3,602,No,1,Default
22.0,Male,High School,75646.0,0,Rent,24000.0,Personal,16.45,0.32,4,639,No,1,Default
24.0,Male,Associate,85223.0,3,Rent,24000.0,Education,10.99,0.28,4,603,No,1,Default
23.0,Male,Associate,89735.0,2,Rent,24000.0,Debt Consolidation,10.99,0.27,2,689,No,1,Default
22.0,Male,High School,22364.0,4,Own,3000.0,Personal,7.9,0.13,4,672,No,1,Default
22.0,Female,Master,90780.0,2,Rent,24000.0,Education,12.69,0.26,4,499,No,1,Default
24.0,Male,Bachelor,90889.0,1,Rent,24000.0,Medical,10.37,0.26,3,643,No,1,Default
24.0,Male,Bachelor,90911.0,2,Rent,24000.0,Home Improvement,11.01,0.26,3,589,No,1,Default
26.0,Male,Master,83953.0,2,Rent,24000.0,Debt Consolidation,15.83,0.29,3,646,No,1,Default
23.0,Male,Associate,94644.0,1,Rent,24000.0,Personal,13.92,0.25,3,613,No,1,Default
22.0,Female,High School,22616.0,0,Own,2000.0,Venture,11.49,0.09,3,567,No,0,Non-Default
24.0,Female,Bachelor,96989.0,4,Rent,24000.0,Medical,10.25,0.25,2,603,No,0,Non-Default
22.0,Female,Associate,22867.0,3,Own,3500.0,Home Improvement,7.49,0.15,4,647,No,1,Default
23.0,Female,Master,22583.0,1,Own,4000.0,Education,5.99,0.18,2,645,No,1,Default
23.0,Female,Bachelor,90900.0,0,Rent,24000.0,Personal,12.92,0.26,2,672,No,1,Default
26.0,Female,Master,107641.0,6,Rent,24000.0,Personal,11.58,0.22,3,648,No,0,Non-Default
25.0,Male,High School,114870.0,4,Rent,24000.0,Education,8.9,0.21,2,653,No,0,Non-Default
22.0,Male,Bachelor,100479.0,0,Rent,24000.0,Debt Consolidation,19.69,0.24,3,590,No,1,Default
25.0,Female,Master,114958.0,2,Rent,24000.0,Venture,6.54,0.21,4,704,Yes,0,Non-Default
21.0,Female,Master,22882.0,0,Own,4900.0,Home Improvement,14.54,0.21,4,674,No,1,Default
21.0,Female,Bachelor,22392.0,0,Own,5000.0,Education,11.11,0.22,2,594,No,1,Default
26.0,Female,High School,120498.0,5,Rent,24000.0,Personal,12.73,0.2,4,626,No,0,Non-Default
24.0,Female,Master,132873.0,2,Rent,24000.0,Venture,15.62,0.18,4,701,Yes,0,Non-Default
24.0,Male,Associate,22635.0,3,Own,6250.0,Home Improvement,6.54,0.28,4,602,No,1,Default
22.0,Female,Associate,118299.0,0,Rent,24000.0,Debt Consolidation,11.01,0.2,2,503,No,1,Default
26.0,Female,Associate,125665.0,5,Rent,24000.0,Debt Consolidation,20.0,0.19,4,657,No,1,Default
22.0,Female,High School,144904.0,0,Rent,24000.0,Education,9.91,0.17,4,638,No,0,Non-Default
24.0,Female,Bachelor,144882.0,2,Rent,24000.0,Venture,12.69,0.17,4,646,Yes,0,Non-Default
26.0,Male,Associate,130649.0,4,Rent,24000.0,Education,20.0,0.18,3,678,No,1,Default
24.0,Male,Master,149622.0,4,Rent,24000.0,Personal,16.49,0.16,4,684,Yes,0,Non-Default
23.0,Male,Bachelor,22957.0,1,Mortgage,2500.0,Medical,15.95,0.11,2,594,No,1,Default
24.0,Male,Master,157225.0,1,Rent,24000.0,Debt Consolidation,11.49,0.15,3,538,Yes,0,Non-Default
25.0,Female,Bachelor,163004.0,3,Rent,24000.0,Personal,10.99,0.15,2,662,No,0,Non-Default
24.0,Male,High School,163035.0,2,Rent,24000.0,Home Improvement,13.79,0.15,2,636,Yes,0,Non-Default
23.0,Male,Master,138731.0,0,Rent,24000.0,Medical,20.0,0.17,3,613,No,1,Default
23.0,Female,Associate,180804.0,1,Rent,24000.0,Education,7.49,0.13,4,573,Yes,0,Non-Default
23.0,Male,Master,166378.0,0,Rent,24000.0,Debt Consolidation,16.0,0.14,2,714,No,1,Default
24.0,Male,Associate,22684.0,0,Own,13000.0,Personal,7.88,0.57,3,640,No,1,Default
21.0,Male,Bachelor,22366.0,0,Own,6250.0,Venture,10.62,0.28,4,637,No,1,Default
26.0,Female,High School,187161.0,7,Rent,24000.0,Debt Consolidation,10.99,0.13,4,633,Yes,0,Non-Default
26.0,Male,Bachelor,178439.0,0,Rent,24000.0,Education,18.3,0.13,2,615,No,1,Default
26.0,Male,Bachelor,204962.0,2,Rent,24000.0,Debt Consolidation,11.01,0.12,2,552,Yes,0,Non-Default
21.0,Male,Bachelor,22673.0,0,Own,2500.0,Personal,11.36,0.11,3,670,Yes,0,Non-Default
24.0,Male,Associate,53633.0,4,Rent,23975.0,Home Improvement,11.01,0.45,2,678,No,1,Default
23.0,Female,Master,144983.0,2,Rent,23750.0,Medical,13.47,0.16,2,676,No,0,Non-Default
24.0,Female,High School,67032.0,2,Rent,23600.0,Personal,11.89,0.35,3,624,No,1,Default
24.0,Male,High School,22664.0,0,Mortgage,10000.0,Debt Consolidation,12.18,0.44,2,649,No,1,Default
25.0,Male,High School,123299.0,0,Rent,23600.0,Debt Consolidation,13.49,0.19,4,555,Yes,0,Non-Default
23.0,Female,Associate,91275.0,0,Rent,23575.0,Personal,14.5,0.26,4,613,No,1,Default
22.0,Male,Bachelor,22564.0,1,Own,4000.0,Medical,11.01,0.18,2,684,No,1,Default
22.0,Male,Bachelor,22786.0,0,Own,5400.0,Medical,15.31,0.24,2,647,No,1,Default
25.0,Male,High School,22450.0,4,Mortgage,4000.0,Medical,11.01,0.18,3,580,No,1,Default
21.0,Female,Bachelor,22666.0,0,Own,3375.0,Venture,11.01,0.15,2,630,No,1,Default
22.0,Male,Bachelor,81701.0,1,Rent,23400.0,Venture,7.49,0.29,2,589,No,1,Default
22.0,Male,High School,52984.0,0,Rent,23000.0,Personal,11.01,0.43,3,621,No,1,Default
25.0,Female,Master,68579.0,1,Rent,23000.0,Education,11.01,0.34,2,665,No,1,Default
23.0,Female,Bachelor,73014.0,0,Rent,23000.0,Venture,12.18,0.32,4,668,No,1,Default
24.0,Female,Bachelor,22608.0,2,Mortgage,1200.0,Venture,11.34,0.05,4,615,Yes,0,Non-Default
25.0,Female,High School,76932.0,2,Rent,23000.0,Education,9.91,0.3,3,604,No,1,Default
24.0,Male,High School,78955.0,1,Rent,23000.0,Home Improvement,11.99,0.29,4,620,No,1,Default
23.0,Male,Master,82567.0,0,Rent,23000.0,Education,9.62,0.28,2,558,No,1,Default
22.0,Male,Bachelor,22466.0,0,Own,3000.0,Debt Consolidation,9.96,0.13,3,603,No,1,Default
25.0,Male,Bachelor,97251.0,2,Rent,23000.0,Venture,11.01,0.24,2,683,Yes,0,Non-Default
24.0,Male,Associate,106607.0,1,Rent,23000.0,Venture,14.54,0.22,2,641,No,1,Default
22.0,Male,Bachelor,71385.0,0,Rent,22750.0,Medical,11.36,0.32,4,521,No,1,Default
23.0,Female,Bachelor,84865.0,3,Rent,22500.0,Debt Consolidation,14.27,0.27,2,655,No,1,Default
24.0,Male,Bachelor,22789.0,1,Own,3000.0,Home Improvement,11.99,0.13,3,663,No,1,Default
26.0,Female,Bachelor,84801.0,4,Rent,22500.0,Education,18.99,0.27,2,605,No,1,Default
24.0,Male,Bachelor,88421.0,4,Rent,22400.0,Venture,16.7,0.25,4,708,No,1,Default
24.0,Male,High School,23071.0,3,Mortgage,5000.0,Personal,9.32,0.22,3,571,No,1,Default
23.0,Male,Bachelor,43042.0,1,Rent,22250.0,Debt Consolidation,12.69,0.52,3,678,No,1,Default
25.0,Female,High School,53119.0,1,Rent,22000.0,Home Improvement,13.11,0.41,2,597,No,1,Default
25.0,Male,Bachelor,63311.0,1,Rent,22000.0,Personal,10.74,0.35,2,689,No,1,Default
21.0,Male,Bachelor,23597.0,0,Mortgage,4200.0,Personal,14.11,0.18,4,675,No,1,Default
22.0,Female,High School,69308.0,1,Rent,22000.0,Education,9.63,0.32,3,591,No,1,Default
25.0,Female,High School,70598.0,5,Rent,22000.0,Medical,14.65,0.31,2,616,No,1,Default
23.0,Female,High School,73044.0,0,Rent,22000.0,Debt Consolidation,10.25,0.3,4,640,No,1,Default
24.0,Male,Bachelor,73043.0,0,Rent,22000.0,Venture,14.26,0.3,2,593,No,1,Default
25.0,Female,Bachelor,23627.0,4,Mortgage,3000.0,Education,9.91,0.13,2,649,No,1,Default
26.0,Male,Bachelor,68198.0,4,Rent,22000.0,Medical,17.19,0.32,3,645,No,1,Default
22.0,Female,High School,85089.0,0,Rent,22000.0,Education,11.36,0.26,4,537,No,1,Default
22.0,Female,Bachelor,80358.0,0,Rent,22000.0,Education,11.01,0.27,2,635,No,1,Default
23.0,Female,Bachelor,90025.0,0,Rent,22000.0,Debt Consolidation,10.59,0.24,3,640,Yes,0,Non-Default
